N=100 cut fraction,N=100 time to solution (s),N=500 cut fraction,N=500 time to solution (s),N=1000 cut fraction,N=1000 time to solution (s)
0.86,0.002041339874267578,0.844,0.011356592178344727,0.8413333333333334,0.023101806640625
0.86,0.002175569534301758,0.8493333333333334,0.010567426681518555,0.8373333333333334,0.022382736206054688
0.8666666666666667,0.0020112991333007812,0.8493333333333334,0.010335683822631836,0.8446666666666667,0.020550966262817383
0.8666666666666667,0.0022199153900146484,0.8333333333333334,0.01106572151184082,0.842,0.02241230010986328
0.86,0.002354145050048828,0.848,0.009685277938842773,0.8473333333333334,0.023970365524291992
0.8666666666666667,0.002886056900024414,0.8413333333333334,0.010644674301147461,0.844,0.022325515747070312
0.86,0.0021817684173583984,0.8426666666666667,0.010588884353637695,0.8493333333333334,0.027535676956176758
0.84,0.002335071563720703,0.848,0.011284351348876953,0.8493333333333334,0.02287769317626953
0.84,0.0022547245025634766,0.8306666666666667,0.009965181350708008,0.8513333333333334,0.023074865341186523
0.8533333333333334,0.0021097660064697266,0.8546666666666667,0.011394739151000977,0.8493333333333334,0.021467924118041992
0.84,0.002138853073120117,0.8426666666666667,0.009449481964111328,0.848,0.022197484970092773
0.86,0.0022377967834472656,0.844,0.01050710678100586,0.8566666666666667,0.022101402282714844
0.8533333333333334,0.0020885467529296875,0.8506666666666667,0.010815858840942383,0.854,0.023340940475463867
0.8133333333333334,0.0019297599792480469,0.8413333333333334,0.010631084442138672,0.8446666666666667,0.023115158081054688
0.8466666666666667,0.002275705337524414,0.8373333333333334,0.01120615005493164,0.8406666666666667,0.022008657455444336
0.8533333333333334,0.001977205276489258,0.844,0.012961864471435547,0.854,0.022216320037841797
0.8666666666666667,0.0022020339965820312,0.8453333333333334,0.010114431381225586,0.8526666666666667,0.023031949996948242
0.8466666666666667,0.0018241405487060547,0.8386666666666667,0.011085033416748047,0.8606666666666667,0.021461009979248047
0.86,0.0023260116577148438,0.8586666666666667,0.01042032241821289,0.8506666666666667,0.022135019302368164
0.8466666666666667,0.0028111934661865234,0.84,0.011219978332519531,0.8473333333333334,0.02498602867126465
0.8466666666666667,0.001955747604370117,0.8613333333333333,0.010703802108764648,0.8533333333333334,0.021924495697021484
0.8533333333333334,0.0024652481079101562,0.8546666666666667,0.01055145263671875,0.8546666666666667,0.02122664451599121
0.8733333333333333,0.002330780029296875,0.844,0.0102081298828125,0.8453333333333334,0.019959211349487305
0.8533333333333334,0.002474546432495117,0.8346666666666667,0.037020206451416016,0.85,0.02180767059326172
0.84,0.002069234848022461,0.8413333333333334,0.010620832443237305,0.8493333333333334,0.020634174346923828
0.84,0.0020275115966796875,0.852,0.009789705276489258,0.852,0.022303342819213867
0.8533333333333334,0.0021910667419433594,0.8373333333333334,0.010511159896850586,0.8553333333333333,0.021049976348876953
0.8533333333333334,0.0018818378448486328,0.8586666666666667,0.01061248779296875,0.8446666666666667,0.020905256271362305
0.8466666666666667,0.001859903335571289,0.8346666666666667,0.010472774505615234,0.846,0.020843505859375
0.8133333333333334,0.0019664764404296875,0.844,0.009627819061279297,0.8506666666666667,0.02425980567932129
0.8333333333333334,0.0017647743225097656,0.852,0.010970592498779297,0.8553333333333333,0.02063918113708496
0.8533333333333334,0.0019593238830566406,0.8346666666666667,0.01049351692199707,0.8626666666666667,0.0225982666015625
0.8333333333333334,0.002393960952758789,0.8506666666666667,0.010555744171142578,0.85,0.022500991821289062
0.84,0.0028069019317626953,0.8546666666666667,0.011865377426147461,0.85,0.02162480354309082
0.8466666666666667,0.002049684524536133,0.8426666666666667,0.013199090957641602,0.8453333333333334,0.021962642669677734
0.8266666666666667,0.002335786819458008,0.8346666666666667,0.011602163314819336,0.8473333333333334,0.02287006378173828
0.8333333333333334,0.0019443035125732422,0.8373333333333334,0.010280132293701172,0.8493333333333334,0.022538185119628906
0.88,0.0022749900817871094,0.8573333333333333,0.010868549346923828,0.8393333333333334,0.023780345916748047
0.8466666666666667,0.0019817352294921875,0.8413333333333334,0.011638641357421875,0.86,0.022908449172973633
0.8533333333333334,0.0020623207092285156,0.8306666666666667,0.009567022323608398,0.8546666666666667,0.02500176429748535
0.82,0.0020377635955810547,0.8546666666666667,0.009995698928833008,0.8473333333333334,0.021838903427124023
0.82,0.0021715164184570312,0.848,0.011072635650634766,0.842,0.054331064224243164
0.8666666666666667,0.0019812583923339844,0.856,0.010903596878051758,0.846,0.022067785263061523
0.86,0.002598285675048828,0.844,0.00972747802734375,0.858,0.021687746047973633
0.8466666666666667,0.0020635128021240234,0.84,0.012029409408569336,0.844,0.021697282791137695
0.8333333333333334,0.002141714096069336,0.8453333333333334,0.009766101837158203,0.8526666666666667,0.020672082901000977
0.8466666666666667,0.0019805431365966797,0.8466666666666667,0.010148048400878906,0.8506666666666667,0.02032184600830078
0.86,0.0025336742401123047,0.8306666666666667,0.010239839553833008,0.852,0.022485971450805664
0.8333333333333334,0.0019626617431640625,0.8493333333333334,0.01027059555053711,0.8526666666666667,0.021839141845703125
0.8466666666666667,0.0023865699768066406,0.832,0.01015925407409668,0.8486666666666667,0.021779775619506836
0.8466666666666667,0.0020377635955810547,0.8466666666666667,0.0105438232421875,0.844,0.02014446258544922
0.8066666666666666,0.0018734931945800781,0.8453333333333334,0.009953498840332031,0.8406666666666667,0.0208132266998291
0.8533333333333334,0.0020296573638916016,0.8226666666666667,0.010015487670898438,0.8426666666666667,0.021677494049072266
0.86,0.0018248558044433594,0.852,0.010804176330566406,0.86,0.02404475212097168
0.86,0.002152681350708008,0.8413333333333334,0.010426998138427734,0.8406666666666667,0.021850109100341797
0.8333333333333334,0.0030548572540283203,0.856,0.010970592498779297,0.8406666666666667,0.02081298828125
0.82,0.0020461082458496094,0.8173333333333334,0.009807348251342773,0.8573333333333333,0.02284073829650879
0.8333333333333334,0.0024023056030273438,0.8413333333333334,0.00978851318359375,0.8446666666666667,0.020354270935058594
0.8533333333333334,0.002519369125366211,0.8533333333333334,0.011253118515014648,0.842,0.020949125289916992
0.8333333333333334,0.001798391342163086,0.8506666666666667,0.011372566223144531,0.8526666666666667,0.022054433822631836
0.8266666666666667,0.0021271705627441406,0.8386666666666667,0.010347604751586914,0.8413333333333334,0.02018904685974121
0.8533333333333334,0.0019371509552001953,0.84,0.011716365814208984,0.8433333333333334,0.02040266990661621
0.8533333333333334,0.002219676971435547,0.8533333333333334,0.010765314102172852,0.8466666666666667,0.021091699600219727
0.84,0.0020575523376464844,0.8666666666666667,0.010020971298217773,0.8526666666666667,0.023073434829711914
0.8466666666666667,0.002285480499267578,0.8426666666666667,0.011152267456054688,0.858,0.023408174514770508
0.86,0.0021626949310302734,0.8453333333333334,0.010385990142822266,0.858,0.023049592971801758
0.86,0.002231121063232422,0.848,0.010336160659790039,0.85,0.025562763214111328
0.8333333333333334,0.0025429725646972656,0.852,0.010830163955688477,0.844,0.026736021041870117
0.8533333333333334,0.0018486976623535156,0.848,0.01059865951538086,0.8446666666666667,0.02619481086730957
0.8266666666666667,0.0024976730346679688,0.8573333333333333,0.010866165161132812,0.8526666666666667,0.030803680419921875
0.84,0.002160787582397461,0.8493333333333334,0.01038813591003418,0.8366666666666667,0.0281827449798584
0.84,0.002444028854370117,0.8413333333333334,0.009555578231811523,0.8466666666666667,0.02493429183959961
0.88,0.0025026798248291016,0.8493333333333334,0.01023244857788086,0.8453333333333334,0.022845745086669922
0.8666666666666667,0.0023648738861083984,0.856,0.010090827941894531,0.8493333333333334,0.02113795280456543
0.8133333333333334,0.0020399093627929688,0.8493333333333334,0.010155439376831055,0.8393333333333334,0.022786378860473633
0.8533333333333334,0.002473115921020508,0.8533333333333334,0.011213302612304688,0.8486666666666667,0.024337291717529297
0.86,0.0024056434631347656,0.848,0.009932994842529297,0.8393333333333334,0.02179551124572754
0.8666666666666667,0.0024306774139404297,0.8546666666666667,0.009907960891723633,0.8393333333333334,0.02490377426147461
0.8,0.0026547908782958984,0.8506666666666667,0.011985540390014648,0.8546666666666667,0.025789976119995117
0.8,0.002202749252319336,0.8493333333333334,0.009973764419555664,0.8433333333333334,0.023305654525756836
0.84,0.0021321773529052734,0.8426666666666667,0.010246992111206055,0.844,0.02284979820251465
0.8666666666666667,0.0023076534271240234,0.8626666666666667,0.011710166931152344,0.8433333333333334,0.02675795555114746
0.8533333333333334,0.002296924591064453,0.856,0.010856389999389648,0.846,0.022958755493164062
0.84,0.0029366016387939453,0.852,0.03861808776855469,0.8653333333333333,0.022349834442138672
0.8533333333333334,0.002131223678588867,0.8453333333333334,0.01346588134765625,0.8566666666666667,0.021169185638427734
0.8133333333333334,0.002220630645751953,0.8546666666666667,0.010505437850952148,0.8533333333333334,0.05380082130432129
0.8333333333333334,0.0021729469299316406,0.8586666666666667,0.010861873626708984,0.848,0.023684263229370117
0.8133333333333334,0.0021257400512695312,0.8493333333333334,0.010964393615722656,0.85,0.02668476104736328
0.8266666666666667,0.0020751953125,0.8573333333333333,0.009980916976928711,0.8593333333333333,0.02423095703125
0.8533333333333334,0.0030786991119384766,0.8546666666666667,0.010149240493774414,0.8453333333333334,0.020956754684448242
0.8466666666666667,0.0023353099822998047,0.84,0.01042795181274414,0.8426666666666667,0.019679784774780273
0.8066666666666666,0.0020780563354492188,0.84,0.011148691177368164,0.836,0.021953344345092773
0.8533333333333334,0.0019927024841308594,0.8493333333333334,0.010471105575561523,0.8473333333333334,0.024199724197387695
0.8533333333333334,0.002151966094970703,0.84,0.011032581329345703,0.854,0.022330760955810547
0.8466666666666667,0.0021066665649414062,0.856,0.010679006576538086,0.848,0.022276878356933594
0.8333333333333334,0.0020051002502441406,0.836,0.010164499282836914,0.852,0.023046493530273438
0.84,0.0020093917846679688,0.8506666666666667,0.012103557586669922,0.848,0.022624731063842773
0.8533333333333334,0.0028963088989257812,0.848,0.009851455688476562,0.8373333333333334,0.024768590927124023
0.86,0.0020711421966552734,0.8626666666666667,0.010846138000488281,0.846,0.022652387619018555
0.86,0.0021262168884277344,0.8546666666666667,0.015342950820922852,0.8493333333333334,0.023491859436035156
0.8266666666666667,0.00209808349609375,0.856,0.011516094207763672,0.8553333333333333,0.024806976318359375
0.8666666666666667,0.0024471282958984375,0.8493333333333334,0.011134147644042969,0.8393333333333334,0.023298263549804688
0.86,0.002429962158203125,0.8573333333333333,0.010620355606079102,0.8566666666666667,0.02298712730407715
0.8133333333333334,0.0020575523376464844,0.844,0.010169506072998047,0.8346666666666667,0.023046493530273438
0.84,0.0019910335540771484,0.84,0.011538267135620117,0.8473333333333334,0.023990154266357422
0.8266666666666667,0.0021924972534179688,0.844,0.00986790657043457,0.85,0.022313833236694336
0.8133333333333334,0.0025212764739990234,0.8386666666666667,0.009824514389038086,0.8506666666666667,0.022637605667114258
0.88,0.002478361129760742,0.8413333333333334,0.011341094970703125,0.8426666666666667,0.021374940872192383
0.8333333333333334,0.0021524429321289062,0.8533333333333334,0.010875225067138672,0.8453333333333334,0.020136356353759766
0.84,0.0021026134490966797,0.8426666666666667,0.009991884231567383,0.838,0.021468162536621094
0.8466666666666667,0.0020325183868408203,0.8426666666666667,0.01170659065246582,0.8473333333333334,0.021215200424194336
0.8666666666666667,0.0026564598083496094,0.8413333333333334,0.009836196899414062,0.8433333333333334,0.020453929901123047
0.8533333333333334,0.002089262008666992,0.856,0.010523557662963867,0.854,0.022306442260742188
0.8466666666666667,0.0027277469635009766,0.852,0.012774229049682617,0.8453333333333334,0.027914762496948242
0.8266666666666667,0.0020599365234375,0.8466666666666667,0.01009225845336914,0.8473333333333334,0.02311253547668457
0.8,0.002011537551879883,0.836,0.010912895202636719,0.846,0.022758007049560547
0.8466666666666667,0.002363443374633789,0.844,0.011837482452392578,0.8466666666666667,0.028502702713012695
0.88,0.002329111099243164,0.856,0.01025843620300293,0.8546666666666667,0.02288818359375
0.86,0.0023660659790039062,0.8373333333333334,0.010504007339477539,0.8393333333333334,0.021897077560424805
0.84,0.0021524429321289062,0.8506666666666667,0.010551691055297852,0.8466666666666667,0.02244091033935547
0.82,0.0018916130065917969,0.84,0.010004997253417969,0.854,0.022238731384277344
0.8266666666666667,0.0018711090087890625,0.8653333333333333,0.011240005493164062,0.854,0.02254796028137207
0.8466666666666667,0.0018587112426757812,0.86,0.010638713836669922,0.8546666666666667,0.02248525619506836
0.84,0.002010822296142578,0.8533333333333334,0.010009288787841797,0.8533333333333334,0.021906137466430664
0.8333333333333334,0.002003908157348633,0.844,0.011810541152954102,0.8413333333333334,0.019961833953857422
0.8066666666666666,0.0026946067810058594,0.8573333333333333,0.010591268539428711,0.8426666666666667,0.02121758460998535
0.86,0.0020570755004882812,0.8293333333333334,0.009442567825317383,0.8606666666666667,0.022553205490112305
0.8466666666666667,0.002192974090576172,0.844,0.012316465377807617,0.8473333333333334,0.022104501724243164
0.8533333333333334,0.002644062042236328,0.8506666666666667,0.010808467864990234,0.852,0.028565168380737305
0.8466666666666667,0.002107858657836914,0.852,0.011018991470336914,0.8393333333333334,0.08160734176635742
0.8466666666666667,0.002126455307006836,0.8466666666666667,0.010253190994262695,0.844,0.02445387840270996
0.86,0.0023412704467773438,0.8426666666666667,0.010322093963623047,0.836,0.03359174728393555
0.8333333333333334,0.0019795894622802734,0.844,0.011092424392700195,0.8466666666666667,0.02907252311706543
0.82,0.0020856857299804688,0.8426666666666667,0.010333776473999023,0.8453333333333334,0.03765225410461426
0.8466666666666667,0.002211332321166992,0.8546666666666667,0.010762214660644531,0.844,0.03551936149597168
0.8733333333333333,0.0022497177124023438,0.856,0.010590791702270508,0.8406666666666667,0.02680826187133789
0.86,0.0027227401733398438,0.844,0.009946823120117188,0.8426666666666667,0.030041217803955078
0.8666666666666667,0.0021514892578125,0.8413333333333334,0.010282754898071289,0.844,0.02069401741027832
0.84,0.002086162567138672,0.8573333333333333,0.011421680450439453,0.8533333333333334,0.021917104721069336
0.8266666666666667,0.0033266544342041016,0.856,0.010890483856201172,0.8493333333333334,0.021117210388183594
0.84,0.0020935535430908203,0.8626666666666667,0.010230064392089844,0.8446666666666667,0.020636796951293945
0.8933333333333333,0.0023698806762695312,0.8533333333333334,0.01033782958984375,0.8433333333333334,0.02124929428100586
0.82,0.0021085739135742188,0.852,0.011186838150024414,0.8366666666666667,0.020990371704101562
0.8266666666666667,0.0019342899322509766,0.8386666666666667,0.0340728759765625,0.8453333333333334,0.02334761619567871
0.86,0.0019290447235107422,0.8426666666666667,0.010483741760253906,0.858,0.02364063262939453
0.8533333333333334,0.0020215511322021484,0.844,0.010645627975463867,0.8506666666666667,0.0231935977935791
